Date,Group,TopicType,Url,Title,PageViews,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Drilldown,Trends,Freshness,MSUpdateCycleDays,LastPublished,LastReviewed,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,CSAs
August 2025,Concepts,overview,https://learn.microsoft.com/en-us/azure/ai-services/what-are-ai-services,What are Azure AI services? - Azure AI services,"8,994",-10.1%,"5,786",H,0,15.0%,35.1%,76.8%,29.1%,75.0%,4,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-6987fb85-e955-b66e-2caf-ca169fff46b0&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-6987fb85-e955-b66e-2caf-ca169fff46b0&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,2025-08-29,2025-05-19,"2,540",28.2%,16.1%,51.9%,3.4%,0.3%,3%,0%,77%,8/28/2024,nitinme,No,,6987fb85-e955-b66e-2caf-ca169fff46b0,"[""data-ai""]"
August 2025,Concepts,whats-new,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/whats-new,What's new in Azure OpenAI in Azure AI Foundry Models?,"12,785",1.5%,"5,884",L,2,26.7%,25.1%,51.6%,48.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ebe9d5f3-84ce-6264-7389-b561f908ca8f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ebe9d5f3-84ce-6264-7389-b561f908ca8f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-09-02,2025-08-14,"2,503",19.6%,53.0%,22.0%,4.7%,0.8%,3%,0%,51%,7/2/2025,mbullwin,No,,ebe9d5f3-84ce-6264-7389-b561f908ca8f,
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/concepts/provisioned-throughput,Provisioned throughput for Azure AI Foundry Models,"6,382",7.2%,"3,918",H,0,12.7%,32.4%,81.6%,38.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-f7d379f8-e508-03c2-5c5d-4bbf4d154765&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-f7d379f8-e508-03c2-5c5d-4bbf4d154765&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,90,2025-09-02,2025-06-03,"2,369",37.1%,18.5%,40.9%,3.4%,0.1%,5%,0%,82%,7/2/2025,aahi,No,,f7d379f8-e508-03c2-5c5d-4bbf4d154765,
August 2025,Navigation,landing-page,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/,"Document Intelligence documentation - Quickstarts, Tutorials, API Reference - Azure AI services","9,890",-9.9%,"6,288",H,0,14.9%,52.8%,55.3%,21.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-19a14039-997d-5a88-1b8c-3d307e6e10f4&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-19a14039-997d-5a88-1b8c-3d307e6e10f4&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-07-18,2025-07-17,"2,336",23.6%,19.7%,52.9%,3.8%,0.1%,2%,0%,54%,8/28/2024,lajanuar,No,,19a14039-997d-5a88-1b8c-3d307e6e10f4,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/provisioned-throughput-onboarding,Understanding costs associated with provisioned throughput units (PTU),"6,560",-9.6%,"3,285",H,0,11.2%,32.3%,86.5%,49.0%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-2807760a-b828-01ef-7d3e-3246e07bc51e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-2807760a-b828-01ef-7d3e-3246e07bc51e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-27,2025-08-14,"2,270",34.6%,23.0%,37.1%,5.3%,0.0%,8%,0%,86%,7/2/2025,aahi,No,,2807760a-b828-01ef-7d3e-3246e07bc51e,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/embeddings,How to generate embeddings with Azure OpenAI in Azure AI Foundry Models - Azure OpenAI,"3,982",-17.3%,"2,672",H,0,11.0%,46.7%,87.2%,36.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5270b381-6318-1e67-7187-69d3dadafc32&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5270b381-6318-1e67-7187-69d3dadafc32&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-09-01,2025-08-28,"2,134",53.6%,8.4%,33.7%,4.3%,0.0%,11%,0%,87%,7/2/2025,mbullwin,No,,5270b381-6318-1e67-7187-69d3dadafc32,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/function-calling,How to use function calling with Azure OpenAI in Azure AI Foundry Models - Azure OpenAI,"4,619",-3.2%,"2,845",H,1,13.7%,20.4%,81.7%,51.0%,50.0%,4,2,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-cb76bebf-3de1-701f-18c2-cad022d71fd6&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-cb76bebf-3de1-701f-18c2-cad022d71fd6&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-07,2025-06-17,"2,084",45.1%,20.6%,25.9%,8.4%,0.0%,12%,0%,82%,7/2/2025,mbullwin,No,,cb76bebf-3de1-701f-18c2-cad022d71fd6,
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/concepts/content-filter,Azure OpenAI in Azure AI Foundry Models content filtering - Azure OpenAI,"10,262",-22.4%,"6,913",L,2,16.3%,18.0%,75.7%,55.4%,66.7%,6,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-b4cc3c15-74b7-4cf6-27c5-82c7e6cd06e9&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-b4cc3c15-74b7-4cf6-27c5-82c7e6cd06e9&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,90,2025-07-31,2025-05-28,"2,039",19.9%,41.0%,24.8%,14.3%,0.2%,4%,0%,76%,7/2/2025,pafarley,No,,b4cc3c15-74b7-4cf6-27c5-82c7e6cd06e9,
August 2025,Concepts,overview,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/overview,What Is Azure AI Document Intelligence? - Azure AI services,"9,829",-13.5%,"5,775",H,0,11.3%,41.4%,79.6%,31.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-e22fc7c8-5063-dcfc-b7ed-7f1390285bb1&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-e22fc7c8-5063-dcfc-b7ed-7f1390285bb1&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,365,2025-08-13,2025-02-06,"2,033",20.7%,14.5%,60.0%,4.7%,0.1%,5%,0%,79%,8/28/2024,lajanuar,No,,e22fc7c8-5063-dcfc-b7ed-7f1390285bb1,"[""data-ai""]"
August 2025,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/ai-foundry/concepts/rbac-azure-ai-foundry,Role-based access control for Azure AI Foundry - Azure AI Foundry,"6,787",-37.0%,"3,904",H,1,12.5%,22.9%,88.4%,42.8%,0.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-e76dc07e-3278-b028-02f6-321a5b6162b9&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-e76dc07e-3278-b028-02f6-321a5b6162b9&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-27,2025-08-27,"2,019",29.7%,32.5%,31.5%,6.2%,0.0%,13%,0%,88%,4/4/2025,jburchel,No,,e76dc07e-3278-b028-02f6-321a5b6162b9,
August 2025,Concepts,tutorial,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/tutorials/embeddings,Azure OpenAI in Azure AI Foundry Models embeddings tutorial - Azure OpenAI,"4,350",2.2%,"2,850",H,0,12.9%,37.5%,86.9%,38.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-671008f2-2b1c-1e49-4c93-ad00fafffbeb&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-671008f2-2b1c-1e49-4c93-ad00fafffbeb&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-07-02,2025-07-02,"2,016",46.3%,8.0%,43.5%,2.2%,0.0%,8%,0%,87%,7/2/2025,mbullwin,No,,671008f2-2b1c-1e49-4c93-ad00fafffbeb,
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/prebuilt/read,Read model OCR data extraction - Document Intelligence - Azure AI services,"6,770",-8.7%,"4,076",H,0,11.6%,34.8%,85.4%,37.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5ab07e18-a97d-71c1-a2a0-1822975b2db4&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5ab07e18-a97d-71c1-a2a0-1822975b2db4&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,365,2025-02-20,2025-02-19,"1,917",28.3%,14.0%,53.1%,4.5%,0.0%,6%,0%,85%,10/16/2024,lajanuar,No,,5ab07e18-a97d-71c1-a2a0-1822975b2db4,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/concepts/model-router,Model router for Azure AI Foundry (preview) concepts - Azure OpenAI,"6,770",58.3%,"4,335",H,0,11.6%,29.3%,82.8%,49.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-32c167ba-e4f2-db4e-103a-4efa0e77f7aa&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-32c167ba-e4f2-db4e-103a-4efa0e77f7aa&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-08,2025-08-06,"1,916",28.3%,24.7%,42.2%,2.2%,2.6%,5%,0%,83%,7/2/2025,pafarley,No,,32c167ba-e4f2-db4e-103a-4efa0e77f7aa,
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/chatgpt-quickstart,Quickstart - Get started using chat completions with Azure OpenAI in Azure AI Foundry Models - Azure OpenAI,"7,378",-13.3%,"4,934",H,1,15.8%,41.2%,81.1%,45.4%,33.3%,3,2,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-cc70052f-a362-ceff-abfb-c309169c5e7d&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-cc70052f-a362-ceff-abfb-c309169c5e7d&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-07-02,2025-07-02,"1,910",25.9%,18.8%,49.9%,5.3%,0.1%,8%,0%,81%,7/2/2025,mbullwin,No,,cc70052f-a362-ceff-abfb-c309169c5e7d,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/batch,How to use global batch processing with Azure OpenAI in Azure AI Foundry Models - Azure OpenAI,"5,354",-12.2%,"2,927",H,0,13.5%,36.9%,83.6%,52.1%,100.0%,1,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-aa47562a-981a-1b37-d978-7f2531535b26&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-aa47562a-981a-1b37-d978-7f2531535b26&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-13,2025-08-13,"1,904",35.6%,21.8%,38.0%,4.6%,0.1%,9%,0%,84%,7/2/2025,mbullwin,No,,aa47562a-981a-1b37-d978-7f2531535b26,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/rest-text-to-speech,Text to speech API reference (REST) - Speech service - Azure AI services,"4,753",-1.8%,"2,949",H,0,13.0%,33.2%,80.8%,42.0%,33.3%,3,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-9c6b8162-c824-76ed-289a-d6b9840af93a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-9c6b8162-c824-76ed-289a-d6b9840af93a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-08-07,"1,863",39.2%,21.3%,34.0%,5.4%,0.1%,14%,0%,81%,8/28/2024,pafarley,No,,9c6b8162-c824-76ed-289a-d6b9840af93a,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/prompt-caching,Prompt caching with Azure OpenAI in Azure AI Foundry Models - Azure OpenAI,"3,472",13.2%,"2,173",H,1,12.2%,21.5%,84.4%,54.7%,0.0%,1,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-052b3d73-75ff-42ad-3168-0a449f457af5&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-052b3d73-75ff-42ad-3168-0a449f457af5&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-07-31,2025-07-24,"1,807",52.0%,18.7%,22.4%,6.7%,0.2%,10%,0%,84%,7/2/2025,mbullwin,No,,052b3d73-75ff-42ad-3168-0a449f457af5,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/deployment-types,Understanding Azure AI Foundry Models Deployment Types,"11,064",-9.7%,"7,142",H,0,11.0%,28.7%,86.0%,38.8%,0.0%,1,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-aa5a95e4-6fc5-e4f1-e074-de57008edf1d&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-aa5a95e4-6fc5-e4f1-e074-de57008edf1d&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-05,2025-07-31,"1,755",15.9%,18.3%,62.3%,3.4%,0.1%,6%,0%,86%,7/2/2025,mbullwin,No,,aa5a95e4-6fc5-e4f1-e074-de57008edf1d,
August 2025,Concepts,tutorial,https://learn.microsoft.com/en-us/azure/ai-services/language-service/named-entity-recognition/tutorials/extract-excel-information,Extract information in Excel using Power Automate - Azure AI services,"2,091",-28.9%,"1,692",H,1,9.6%,9.0%,88.1%,65.6%,0.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-afade319-3493-00da-f673-7d91c26d9240&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-afade319-3493-00da-f673-7d91c26d9240&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-28,2025-03-24,"1,735",83.0%,7.6%,8.7%,0.8%,0.0%,1%,0%,88%,8/28/2024,lajanuar,No,,afade319-3493-00da-f673-7d91c26d9240,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/voice-live,Voice live API overview - Azure AI services,"5,488",9.6%,"2,593",H,0,12.9%,37.5%,81.0%,37.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d908624d-fdfe-2477-a6ba-b11222546e58&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d908624d-fdfe-2477-a6ba-b11222546e58&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-07-31,"1,679",30.6%,17.7%,45.6%,3.8%,2.3%,9%,0%,81%,5/19/2025,pafarley,No,,d908624d-fdfe-2477-a6ba-b11222546e58,"[""data-ai""]"
August 2025,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/ai-foundry/concepts/prompt-flow,Prompt flow in Azure AI Foundry portal - Azure AI Foundry,"3,014",-14.4%,"2,085",H,0,14.3%,33.3%,79.6%,40.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-b92f3fbe-0418-32b5-5518-f91774813c9c&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-b92f3fbe-0418-32b5-5518-f91774813c9c&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-15,2025-06-30,"1,660",55.1%,12.6%,24.3%,7.7%,0.3%,2%,0%,79%,3/19/2025,lagayhar,No,,b92f3fbe-0418-32b5-5518-f91774813c9c,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/how-to-guides/use-sdk-rest-api,Use Document Intelligence client library or REST API  - Azure AI services,"4,535",-6.0%,"2,390",H,0,12.0%,46.5%,85.5%,33.3%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-4ee85f8c-d98a-b323-c882-8f2a0eef7e6f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-4ee85f8c-d98a-b323-c882-8f2a0eef7e6f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,365,2025-04-30,2025-02-07,"1,633",36.0%,20.7%,41.1%,2.2%,0.0%,13%,0%,85%,8/28/2024,lajanuar,No,,4ee85f8c-d98a-b323-c882-8f2a0eef7e6f,"[""data-ai""]"
August 2025,Concepts,concept-article,https://learn.microsoft.com/en-us/azure/ai-foundry/concepts/fine-tuning-overview,Fine-tune models with Azure AI Foundry - Azure AI Foundry,"4,682",-25.4%,"3,103",H,1,16.8%,27.0%,77.4%,41.8%,75.0%,4,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-7f7f356b-e4c5-26b8-2e5a-dedbc1847efc&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-7f7f356b-e4c5-26b8-2e5a-dedbc1847efc&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-13,2025-07-14,"1,614",34.5%,14.4%,48.2%,2.5%,0.5%,4%,0%,77%,2/28/2025,ssalgado,No,,7f7f356b-e4c5-26b8-2e5a-dedbc1847efc,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/agents/how-to/tools/deep-research,Deep research tool - Azure AI Foundry,"4,494",-48.3%,"2,393",H,0,13.3%,34.3%,84.7%,37.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-9b25b4b3-e969-50fe-c7be-485d5f190393&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-9b25b4b3-e969-50fe-c7be-485d5f190393&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-07-25,2025-07-10,"1,550",34.5%,19.9%,41.1%,3.6%,1.0%,9%,0%,84%,7/3/2025,aahi,No,,9b25b4b3-e969-50fe-c7be-485d5f190393,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/quickstarts/get-started-code,Quickstart: Get started with Azure AI Foundry - Azure AI Foundry,"12,893",-26.5%,"7,552",H,0,12.0%,55.7%,84.5%,29.0%,88.9%,9,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a5c7e5ff-8727-e235-4908-4eb38d132a0b&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a5c7e5ff-8727-e235-4908-4eb38d132a0b&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-27,2025-07-03,"1,524",11.8%,11.4%,75.4%,1.4%,0.0%,6%,0%,84%,2/28/2025,sgilley,No,,a5c7e5ff-8727-e235-4908-4eb38d132a0b,
August 2025,Concepts,overview,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/whisper-overview,The Whisper model from OpenAI - Azure AI services,"2,860",-13.8%,"1,946",H,1,15.9%,28.3%,78.0%,42.8%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-bd43d0ac-5ab7-19df-d38f-72b906f08207&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-bd43d0ac-5ab7-19df-d38f-72b906f08207&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-08-20,2025-05-23,"1,499",52.4%,16.5%,28.1%,3.0%,0.0%,5%,0%,78%,8/28/2024,pafarley,No,,bd43d0ac-5ab7-19df-d38f-72b906f08207,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/model-overview,Document Processing Models - Document Intelligence - Azure AI services,"4,529",-16.7%,"2,681",H,0,8.9%,44.6%,84.7%,24.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-c9fd4bbf-fcf7-eefc-733f-dc53a918d9a0&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-c9fd4bbf-fcf7-eefc-733f-dc53a918d9a0&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,365,2025-08-13,2025-03-14,"1,497",33.1%,14.0%,49.5%,3.4%,0.0%,5%,0%,85%,10/16/2024,lajanuar,No,,c9fd4bbf-fcf7-eefc-733f-dc53a918d9a0,"[""data-ai""]"
